,nose_x,nose_y,neck_x,neck_y,rshoulder_x,rshoulder_y,relbow_x,relbow_y,rwrist_x,rwrist_y,lshoulder_x,lshoulder_y,lelbow_x,lelbow_y,lwrist_x,lwrist_y,reye_x,reye_y,leye_x,leye_y,label
0,0.40740740740740733,0.32833333333333325,0.3259259259259259,0.43999999999999995,0.23518518518518522,0.4216666666666667,0.21296296296296297,0.7700000000000001,0.3666666666666667,0.6049999999999999,0.3916666666666667,0.43499999999999994,0.42777777777777776,0.6083333333333332,0.4481481481481481,0.5866666666666667,0.3916666666666667,0.275,0.4175925925925926,0.29333333333333333,texting
1,0.40740740740740733,0.32999999999999996,0.3259259259259259,0.43999999999999995,0.23425925925925925,0.4216666666666667,0.21388888888888888,0.7700000000000001,0.3666666666666667,0.6049999999999999,0.39722222222222225,0.43999999999999995,0.42777777777777776,0.6199999999999999,0.4481481481481481,0.5866666666666667,0.39537037037037037,0.275,0.4175925925925926,0.29333333333333333,texting
2,0.40740740740740733,0.32999999999999996,0.3259259259259259,0.43999999999999995,0.23425925925925925,0.4216666666666667,0.21388888888888888,0.7700000000000001,0.3666666666666667,0.6049999999999999,0.39629629629629626,0.43999999999999995,0.42777777777777776,0.6233333333333332,0.44444444444444436,0.5866666666666667,0.3870370370370371,0.275,0.4175925925925926,0.29333333333333333,texting
3,0.40740740740740733,0.3249999999999999,0.3259259259259259,0.43999999999999995,0.23425925925925925,0.4216666666666667,0.21388888888888888,0.7700000000000001,0.3666666666666667,0.6049999999999999,0.39629629629629626,0.43999999999999995,0.42777777777777776,0.6233333333333332,0.4481481481481481,0.5866666666666667,0.3870370370370371,0.275,0.4175925925925926,0.29333333333333333,texting
4,0.40740740740740733,0.32333333333333325,0.3259259259259259,0.43999999999999995,0.23425925925925925,0.4216666666666667,0.21388888888888888,0.7700000000000001,0.3666666666666667,0.6049999999999999,0.3935185185185185,0.43999999999999995,0.42777777777777776,0.6133333333333332,0.44722222222222224,0.5866666666666667,0.3870370370370371,0.275,0.4175925925925926,0.29333333333333333,texting
5,0.40740740740740733,0.31333333333333324,0.3259259259259259,0.43999999999999995,0.23425925925925925,0.4216666666666667,0.2074074074074074,0.7700000000000001,0.3666666666666667,0.6049999999999999,0.3870370370370371,0.43999999999999995,0.42777777777777776,0.6149999999999999,0.4481481481481481,0.5866666666666667,0.3870370370370371,0.275,0.4175925925925926,0.29333333333333333,texting
6,0.40740740740740733,0.31333333333333324,0.32685185185185184,0.43999999999999995,0.23888888888888893,0.4216666666666667,0.21018518518518517,0.7700000000000001,0.3666666666666667,0.6166666666666665,0.39351851851851855,0.43999999999999995,0.42777777777777776,0.6066666666666666,0.44907407407407407,0.585,0.3870370370370371,0.26833333333333337,0.4175925925925926,0.2783333333333333,texting
7,0.4027777777777778,0.3116666666666666,0.3259259259259259,0.4383333333333333,0.24444444444444452,0.4216666666666667,0.2111111111111111,0.7700000000000001,0.3666666666666667,0.6233333333333332,0.3953703703703704,0.425,0.42777777777777776,0.6083333333333332,0.4481481481481481,0.5916666666666666,0.3861111111111112,0.265,0.4166666666666667,0.275,texting
8,0.40740740740740733,0.3116666666666666,0.3259259259259259,0.43666666666666665,0.23796296296296293,0.4216666666666667,0.21018518518518517,0.7700000000000001,0.3666666666666667,0.6199999999999999,0.3953703703703704,0.43166666666666664,0.4296296296296297,0.6199999999999999,0.4462962962962963,0.5966666666666666,0.3907407407407407,0.275,0.41944444444444445,0.2816666666666666,texting
9,0.40740740740740733,0.32499999999999996,0.3259259259259259,0.43999999999999995,0.24259259259259264,0.4216666666666667,0.20370370370370366,0.7700000000000001,0.3666666666666667,0.5983333333333333,0.39722222222222225,0.4383333333333333,0.4305555555555555,0.5966666666666666,0.44907407407407407,0.5599999999999999,0.3944444444444445,0.275,0.4185185185185186,0.29333333333333333,texting
10,0.40740740740740733,0.32999999999999996,0.3259259259259259,0.43999999999999995,0.23981481481481484,0.4216666666666667,0.20648148148148143,0.7700000000000001,0.3666666666666667,0.6016666666666666,0.39722222222222225,0.445,0.42592592592592593,0.6033333333333333,0.44907407407407407,0.5599999999999999,0.38981481481481484,0.27999999999999997,0.41944444444444445,0.295,texting
11,0.40740740740740733,0.33166666666666667,0.3259259259259259,0.43999999999999995,0.23518518518518522,0.4216666666666667,0.20555555555555555,0.7700000000000001,0.3666666666666667,0.6016666666666666,0.3925925925925926,0.43999999999999995,0.42222222222222233,0.6133333333333332,0.4481481481481481,0.5683333333333334,0.39629629629629626,0.29333333333333333,0.4175925925925926,0.29666666666666663,texting
12,0.40740740740740733,0.3416666666666666,0.3259259259259259,0.43999999999999995,0.23425925925925925,0.4216666666666667,0.20462962962962958,0.7700000000000001,0.3666666666666667,0.595,0.39074074074074083,0.43999999999999995,0.425,0.6199999999999999,0.4546296296296296,0.5666666666666667,0.39074074074074083,0.29333333333333333,0.4175925925925926,0.29666666666666663,texting
13,0.40740740740740733,0.33999999999999997,0.3259259259259259,0.43999999999999995,0.23425925925925925,0.4216666666666667,0.20833333333333331,0.7700000000000001,0.3657407407407408,0.6049999999999999,0.3944444444444445,0.43999999999999995,0.42407407407407416,0.6116666666666666,0.4537037037037037,0.5683333333333334,0.3870370370370371,0.29333333333333333,0.4175925925925926,0.29333333333333333,texting
14,0.40740740740740733,0.3449999999999999,0.3259259259259259,0.43999999999999995,0.23425925925925925,0.4216666666666667,0.20833333333333331,0.7700000000000001,0.3666666666666667,0.6049999999999999,0.3962962962962963,0.43999999999999995,0.42314814814814816,0.6116666666666666,0.4481481481481481,0.5683333333333334,0.3870370370370371,0.29333333333333333,0.4175925925925926,0.29333333333333333,texting
15,0.40740740740740733,0.3449999999999999,0.3259259259259259,0.43999999999999995,0.2425925925925926,0.4216666666666667,0.20833333333333331,0.7700000000000001,0.3666666666666667,0.6049999999999999,0.3962962962962963,0.43999999999999995,0.42777777777777776,0.5933333333333333,0.45185185185185184,0.565,0.38796296296296306,0.29333333333333333,0.4175925925925926,0.29333333333333333,texting
16,0.40740740740740733,0.3483333333333333,0.3259259259259259,0.43999999999999995,0.24444444444444452,0.4216666666666667,0.20370370370370366,0.7700000000000001,0.3666666666666667,0.6049999999999999,0.3962962962962963,0.43999999999999995,0.42777777777777776,0.6016666666666666,0.44722222222222213,0.5683333333333334,0.388888888888889,0.29666666666666663,0.4175925925925926,0.30999999999999994,texting
17,0.40740740740740733,0.3483333333333333,0.3259259259259259,0.43999999999999995,0.2416666666666667,0.4216666666666667,0.20370370370370366,0.7700000000000001,0.3666666666666667,0.6049999999999999,0.39722222222222225,0.43999999999999995,0.42777777777777776,0.6049999999999999,0.43888888888888883,0.5683333333333334,0.38888888888888895,0.29333333333333333,0.4175925925925926,0.3033333333333333,texting
18,0.40740740740740733,0.3483333333333333,0.3259259259259259,0.43999999999999995,0.24444444444444452,0.4216666666666667,0.20833333333333331,0.7700000000000001,0.3648148148148148,0.6049999999999999,0.39722222222222225,0.43999999999999995,0.42777777777777776,0.6049999999999999,0.44351851851851853,0.5683333333333334,0.3870370370370371,0.29333333333333333,0.4185185185185186,0.29666666666666663,texting
19,0.40740740740740733,0.3483333333333333,0.3259259259259259,0.43999999999999995,0.2361111111111111,0.4216666666666667,0.21296296296296297,0.7700000000000001,0.3666666666666667,0.6049999999999999,0.39722222222222225,0.43999999999999995,0.42777777777777776,0.6049999999999999,0.44722222222222213,0.5700000000000001,0.3962962962962963,0.30999999999999994,0.4175925925925926,0.3116666666666666,texting
20,0.40740740740740733,0.35,0.3259259259259259,0.43999999999999995,0.23425925925925925,0.4216666666666667,0.21296296296296297,0.7700000000000001,0.3657407407407408,0.6049999999999999,0.39722222222222225,0.43999999999999995,0.42777777777777776,0.6066666666666666,0.44722222222222224,0.5716666666666667,0.39722222222222225,0.3033333333333333,0.42407407407407416,0.3116666666666666,texting
21,0.40740740740740733,0.3483333333333333,0.3259259259259259,0.43999999999999995,0.23425925925925925,0.4216666666666667,0.2074074074074074,0.7700000000000001,0.3601851851851851,0.6049999999999999,0.39722222222222225,0.43999999999999995,0.42777777777777776,0.6066666666666666,0.4481481481481481,0.5700000000000001,0.39722222222222225,0.30166666666666664,0.4175925925925926,0.3116666666666666,texting
22,0.40740740740740733,0.3483333333333333,0.3259259259259259,0.43999999999999995,0.23425925925925925,0.4216666666666667,0.21296296296296297,0.7700000000000001,0.3564814814814814,0.6049999999999999,0.39722222222222225,0.43999999999999995,0.4287037037037037,0.6066666666666666,0.44722222222222224,0.5683333333333334,0.3916666666666668,0.29333333333333333,0.41944444444444456,0.2983333333333333,texting
23,0.40740740740740733,0.3483333333333333,0.3259259259259259,0.43999999999999995,0.23888888888888893,0.4216666666666667,0.21388888888888888,0.7700000000000001,0.3564814814814814,0.6049999999999999,0.39722222222222225,0.43999999999999995,0.42777777777777776,0.6099999999999999,0.4481481481481481,0.5683333333333334,0.3944444444444445,0.295,0.4203703703703704,0.3033333333333333,texting
